Image,Vehicle_Count,Traffic_Density
A:/ai_project/traffic-detection-project/train/images\aguanambi-1845_png_jpg.rf.7c35f2ebc780315b4b800ec5963ba6da.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-1845_png_jpg.rf.af8b102bc22b2f7631ce24cd9e07261a.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-1845_png_jpg.rf.b8d903f94d21e60ced239d1afb62b30f.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-1845_png_jpg.rf.db38254e116abf77a0b53720520870c0.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-1945_png_jpg.rf.9a25895820f1a856d5f4e8770a529da2.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-1945_png_jpg.rf.9d51d0e0724f5b3b99a50387d60aaeae.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-1945_png_jpg.rf.b0c3378790dc0e5c9ab64cc906611556.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-1950_png_jpg.rf.462e51add15be5dfcf73179ceaec9a2e.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1950_png_jpg.rf.86d3f7b63c29791afe4fde82ad83e1fa.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1950_png_jpg.rf.ab6bedf95fe7e5a07545f9722078f7c7.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-1950_png_jpg.rf.b6c9e5de9c0eb794b679ee86fe3db8a3.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1950_png_jpg.rf.ce3cf0772095c1059bc6e7644aa8d879.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1950_png_jpg.rf.e25885c67d635ff5653523f3d4c1a7a6.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-1955_png_jpg.rf.48641659b90bad9072fc447783b91b89.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1955_png_jpg.rf.6e215c94c606f55e02833e702e7310b7.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-1955_png_jpg.rf.be64f870e6c4056caf0a02a080a07eb4.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-1960_png_jpg.rf.19faa605723b24e1fcf38bb65bbfcabc.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1960_png_jpg.rf.dbbb1a39500365941fa2217efb19a239.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1960_png_jpg.rf.f09d0fd36734056d8635671e51fb158c.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1965_png_jpg.rf.03f369b6cc3a12ddaa83b8c65e5e7fd1.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-1965_png_jpg.rf.2f5b994fa6135b9e9fe5031e3604eac7.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1965_png_jpg.rf.e5f52e201de26497ec910f85487a826a.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-1970_png_jpg.rf.24b5c311f7a34aff33fe55a4d2828405.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1970_png_jpg.rf.5235bc1d63c2a9499b8c6e6f977ec268.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1970_png_jpg.rf.b9492768dac7e5ea21810d8f32af97e0.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1975_png_jpg.rf.3baff5221504582d735d82d0e8a9567d.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1975_png_jpg.rf.d88c6e0a1297d67adbe1298da75a8155.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1975_png_jpg.rf.e4fe98e64cab3b935680901e67e7492c.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1980_png_jpg.rf.2b2c71825f5384790f85313b8c8ba189.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1980_png_jpg.rf.2f02957fab272b2e64da283cb7e1d106.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-1980_png_jpg.rf.7629926482f63ae7d0380847c5a57d6e.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1980_png_jpg.rf.8ad0a3d97e85c52ecde78c6873cd19b6.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1980_png_jpg.rf.a1b6fa4dd61f33b97b7c1c5e7ab3ed7e.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1980_png_jpg.rf.bf1be07651e1be7ca61be7cd8a807065.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1985_png_jpg.rf.10580e7c3d209902f379a1d9dc4f3284.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1985_png_jpg.rf.44ed00dbbb69849da2ee28e4b4b07dca.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1985_png_jpg.rf.8b02a4655712d35835907002cf0765c6.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1990_png_jpg.rf.502efe4cb4bfb42f02469b6e87c82809.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1990_png_jpg.rf.6cb2e69597ee9290b4f5afe9659b205e.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1990_png_jpg.rf.e2f3075df667e3232c3dbc6ee1fd3ef4.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1990_png_jpg.rf.e482ca6bfcd5ba86c913e27e908e1945.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1990_png_jpg.rf.f92273af443874855508236515b45518.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-1990_png_jpg.rf.fe697cdf16676be36c37e292a2d8ad6b.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2095_png_jpg.rf.42fc194b77dcec59809d832394ec00dc.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2095_png_jpg.rf.7e97cc2906b167ee7a5dff88b049acc8.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2095_png_jpg.rf.831de6b29578cedb824fd418bd8faae1.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2095_png_jpg.rf.b392fb3d3ab92c05cb9b5e4565bae2fe.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2095_png_jpg.rf.c7a78678a73805f6ef682e762e8ee1ef.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2095_png_jpg.rf.f603766ad7da64dee109e518e87cb6dc.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2100_png_jpg.rf.00a2d4d616c14949a50c8ebd48784654.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2100_png_jpg.rf.b199dcd5871da7df66e2effa7514600b.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2100_png_jpg.rf.badd6ed05bcce617be7d42d805995ff1.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2105_png_jpg.rf.b773cd981d3485ea35f0fa10a33e20a5.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2105_png_jpg.rf.ce1327da896e04da505d945c7fae9fbd.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2105_png_jpg.rf.e85ce401037fe1aee3779b2c821bbe8d.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2110_png_jpg.rf.00145af6fd146b5190c0052418d44c19.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2110_png_jpg.rf.da1048992bb158b268ddcd02fc509c03.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2110_png_jpg.rf.f7d5c0769b83e3af7ce4f2dd157fdeb7.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2115_png_jpg.rf.249055dce3c815dbc11d91ce47cdd4d4.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2115_png_jpg.rf.3a72ca38b665681b3476efc53252cd36.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2115_png_jpg.rf.4f1aa2256a7c756c6ce6c24b4441479c.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2115_png_jpg.rf.664add06bf5a70fbc536c94ac3526c1d.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2115_png_jpg.rf.88d595da3f4e00aef37e300deea29733.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2115_png_jpg.rf.ac5aee7ab0aea4be85ac5321eabc17a3.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2120_png_jpg.rf.32a40e97686082286348c2ba6a1ef40e.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2120_png_jpg.rf.46d11fa7f40e13517978b30feee98a6b.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2120_png_jpg.rf.fa36cfe86e164c44cd4e1fa29ade62e0.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2130_png_jpg.rf.43408c3d40f1e3bccce5cf5195043dd8.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2130_png_jpg.rf.46d621d839adfb627415810e0eec9a42.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2130_png_jpg.rf.cf1a114f199c361b2f86ac0eb63fd984.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2235_png_jpg.rf.3b951a7fc2ca7becd5b4a5ff8b744010.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2235_png_jpg.rf.43d5564158fc3ba136d56e7c4c3be076.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2235_png_jpg.rf.7532b6966225362e7abe21df251a4045.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2245_png_jpg.rf.7ab912a526c86101a2aebafd2cc634b6.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2245_png_jpg.rf.ca46dc8df1a6deda3b7dbca115a82b8e.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2245_png_jpg.rf.fd47df08515650434e676febb80ceb0f.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2260_png_jpg.rf.518fcfd678de8c8dd23a52765b83b6e1.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\aguanambi-2260_png_jpg.rf.54e525132ef7f51efbf9d2fdd40b982e.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2260_png_jpg.rf.6b215b91c1e6406bad447b4601689b6d.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2265_png_jpg.rf.0597689d045964546b904afac30aa695.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2265_png_jpg.rf.05d91bf16530f7b26e10cbebdee03bf2.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2265_png_jpg.rf.1249188d463d04e9e9a6f843e01ae6bc.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2270_png_jpg.rf.3e76e91623fe45fd97f6ea24babc0ead.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2270_png_jpg.rf.413239f80af7c1dd966a9eebaa31fe90.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2270_png_jpg.rf.7550d628449ae8856ee654ea75689ae5.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2270_png_jpg.rf.7fc7b1ebffe6de2c0e2532da77379576.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2270_png_jpg.rf.c50dda32434494d6d8982d7a9d2ca1a5.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2270_png_jpg.rf.ce86e6b145fab19f78cf5f378414244c.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2275_png_jpg.rf.1eddf8936d344ee96b69f4fc6b2450b8.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2275_png_jpg.rf.2549702c03104d41dcc4fd707b334567.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2275_png_jpg.rf.364326b88f677076611db1c99d924602.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2275_png_jpg.rf.3fe69dc6dce29bf11c2188b8ae4ec401.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2275_png_jpg.rf.c4962b66bab33664b1a44f244288b6f5.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2275_png_jpg.rf.ff84bbd777de448cc04927a6d7666f7c.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2280_png_jpg.rf.38fb3a867c1d3b7d3a9c6cc16c615a37.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2280_png_jpg.rf.6a7e3e1c8123134d58ccc0e00fb5b975.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2280_png_jpg.rf.7b223e37853ddd22ad0ee04b7bea9e23.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2280_png_jpg.rf.a3222ba9fd5506de9d1f1d2023addb49.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2280_png_jpg.rf.aab45ea8c700f0dd6f6bd05d88b170e2.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\aguanambi-2280_png_jpg.rf.c87773eca57ec9c6a67f58c52f7c80b1.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2380_png_jpg.rf.27ca431b9634e2badbb37024e19f3448.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2380_png_jpg.rf.8f701bc18cb6d4d58ed3fcbbb53a52b0.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2380_png_jpg.rf.a678bfe195cebb3740194733a8fceb73.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2380_png_jpg.rf.b838565e6c4da8a1e3b98598739aecfa.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2380_png_jpg.rf.be344f2690a0e41348e3aeb10756bdae.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2380_png_jpg.rf.c86841e5c78ff0762c4ee25f7dd18b18.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2385_png_jpg.rf.189c860f49c0c433f9a1970c15800fff.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2385_png_jpg.rf.6acbaa4a5b265d586878c002a6165064.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2385_png_jpg.rf.bb3ba669bd973e0b75c22206508c5c6e.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2390_png_jpg.rf.815b1ba250f747ecb4372ce3001f83e3.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2390_png_jpg.rf.edd1f1f9f24548859bc631ee15b1b39e.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2390_png_jpg.rf.f2e3982b2386b31c718c6965a2bf6034.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2395_png_jpg.rf.17936f1f5631fe809b577554232648d6.jpg,13,3.17E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2395_png_jpg.rf.2ae5733b44311ec7c3696e0a4c35faf4.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2395_png_jpg.rf.ac170714c071736cafe90105cda9da27.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2400_png_jpg.rf.2f84ff6e3a4d2c16bb0e845533c1fc7b.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2400_png_jpg.rf.7e489ba95e22a87f6282f39239d48c3c.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2400_png_jpg.rf.8d6f4e840b7aa4354c2bebe9b7ec0cbd.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2400_png_jpg.rf.b193c0499e9b9adce0364e8d7d06862a.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2400_png_jpg.rf.c8c8c892cf5244f7a123b8dacb554fdd.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2400_png_jpg.rf.f7a3d80bd3c1ccf4d08448fb5f87910e.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2410_png_jpg.rf.0738b93a8e983fe9abb39ef5ff54218d.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2410_png_jpg.rf.2abcea6fe55059f82f18be0700b139b4.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2410_png_jpg.rf.98c788872fcdc4f9ff43bf6433a13a7c.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\aguanambi-2410_png_jpg.rf.cf6f16ea30705ad519e14a0dfc008187.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2410_png_jpg.rf.d2d96853133f22d5588e91b93483f27b.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\aguanambi-2410_png_jpg.rf.da7e5d19621d482a37868036a747a668.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2415_png_jpg.rf.15dae44e6b9cc5fcb83a3109b1d3cff1.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2415_png_jpg.rf.552f871b8501b129e6d19dc6256c8982.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2415_png_jpg.rf.b3baa1b529ff8f6b2d72f867870f6fb2.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2420_png_jpg.rf.5ba344464ebd209cbeb2e9cb1b3bee2e.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2420_png_jpg.rf.a61b3ede751f7f0861d4557ff2b29445.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2420_png_jpg.rf.dfc537bacd17b40131a25be612c7059c.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2425_png_jpg.rf.51a53488373e68bb4359f661533eb360.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2425_png_jpg.rf.ef76b1d4ef48b19f4e9dfc99b016f743.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2425_png_jpg.rf.fabf0230a2dae9e64a7d9b08d3979941.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2525_png_jpg.rf.2ae221516ca9aaf2fe0ea84f541dab46.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2525_png_jpg.rf.59f935a83d062f41bd6f2c1f93a0f7ff.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2525_png_jpg.rf.62bf40e404799c507fdea88ff26db22c.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2525_png_jpg.rf.638cd6ea60c19ac74ffe0edd05107873.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2525_png_jpg.rf.a0a6443e20627adaffd6e4c08c1bc5cd.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2525_png_jpg.rf.c383c55f4c4357b575b9c58c5bba5c39.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2530_png_jpg.rf.10343e416c1265022827556427359ff3.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2530_png_jpg.rf.4a411a0be413e1bb7d7199a4b914b1f8.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2530_png_jpg.rf.4a81cc0b2222d95c3bebe91116c097b5.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2530_png_jpg.rf.59ab7e60e8fe029e9c61181768098134.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2530_png_jpg.rf.65a8ca3428f60cf705d1d0cfa008ec5c.jpg,12,2.93E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2530_png_jpg.rf.e155893538f529c88553a22c340fd5e4.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2535_png_jpg.rf.1c68a5ea43094e00d56ea6d2d3956f57.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2535_png_jpg.rf.472ce3ea275c6d6bd452c929d12f80fd.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2535_png_jpg.rf.b8f321919554586784a46d238b8833b5.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2540_png_jpg.rf.01ad5291473667d433e6eb3bce69b8bd.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2540_png_jpg.rf.36c8f56ae2ef63157537b31cb981f7fb.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2540_png_jpg.rf.5bb228c1ef1baea56cea8d1fbc12b67b.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2540_png_jpg.rf.69c8ab1108ecbf076179a23f8f35376f.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2540_png_jpg.rf.7c3a7ad0532fc6c8ebdbbb8a36ddd154.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2540_png_jpg.rf.b04a3ec13acac23abca045f528840efd.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2545_png_jpg.rf.52860822ffb53ac0971b0e9c3e508817.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2545_png_jpg.rf.72ee0d3f80143f064d0f7931e7fa6ab7.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2545_png_jpg.rf.c81a9c8b51aa570da4b5fbdf5e0c6e95.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2550_png_jpg.rf.2df46750a0dcd67cd402bf1c9eb8e0e0.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-2550_png_jpg.rf.435e62f00c1d57b1d04a9ef26c215893.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2550_png_jpg.rf.9616cd6c75334ab73f3c98b53111100a.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-2550_png_jpg.rf.cb76cc0d52140e076d7dd7c5ef4aebd1.jpg,5,1.22E-05
